script_id,is_verbatim_testimony,uses_negation_pivot,has_scripture_ref,scripture_cited,runtime_minutes,opening_line,body_excerpt,scripture_text
SC-409,True,True,True,False,9,It's not X. It's Y. Scripture.,Standard content.,
SC-410,True,True,True,False,5,It's not X. It's Y. Scripture.,Standard content.,
SC-411,True,True,False,False,5,It's not X. It's Y.,Standard content.,
SC-412,True,True,False,False,5,It's not X. It's Y.,Standard content.,
SC-413,False,False,True,False,5,Scripture.,Standard content.,
SC-414,False,False,True,False,5,Scripture.,Standard content.,
SC-415,False,False,True,False,5,Scripture.,Standard content.,
SC-416,True,True,True,False,8,It's not X. It's Y. Scripture.,Standard content.,
SC-417,True,True,True,False,8,It's not X. It's Y. Scripture.,Standard content.,
SC-418,True,True,False,False,8,It's not X. It's Y.,Standard content.,
SC-419,True,True,False,False,8,It's not X. It's Y.,Standard content.,
SC-420,True,True,True,False,9,It's not X. It's Y. Scripture.,Standard content.,
SC-421,False,False,False,False,6,Standard content.,Standard content.,
SC-422,False,False,False,False,6,Standard content.,Standard content.,
SC-423,False,False,False,False,6,Standard content.,Standard content.,
SC-424,False,False,False,False,6,Standard content.,Standard content.,
SC-425,False,False,False,False,6,Standard content.,Standard content.,
SC-426,False,False,False,False,6,Standard content.,Standard content.,
SC-427,False,False,False,False,6,Standard content.,Standard content.,
SC-428,False,False,False,False,6,Standard content.,Standard content.,
SC-429,False,False,False,False,6,Standard content.,Standard content.,
SC-430,False,False,False,False,6,Standard content.,Standard content.,
SC-431,False,False,False,False,6,Standard content.,Standard content.,
SC-432,False,False,False,False,6,Standard content.,Standard content.,
SC-433,False,False,False,False,6,Standard content.,Standard content.,
SC-434,False,False,False,False,6,Standard content.,Standard content.,
SC-435,False,False,False,False,6,Standard content.,Standard content.,
SC-436,False,False,False,False,6,Standard content.,Standard content.,
SC-437,False,False,False,False,6,Standard content.,Standard content.,
SC-438,False,False,False,False,6,Standard content.,Standard content.,
SC-439,False,False,False,False,6,Standard content.,Standard content.,
SC-440,False,False,False,False,6,Standard content.,Standard content.,
SC-441,False,False,False,False,6,Standard content.,Standard content.,
SC-442,False,False,False,False,6,Standard content.,Standard content.,
SC-443,False,False,False,False,6,Standard content.,Standard content.,
SC-444,False,False,False,False,6,Standard content.,Standard content.,
SC-445,False,False,False,False,6,Standard content.,Standard content.,
SC-446,False,False,False,False,6,Standard content.,Standard content.,
SC-447,False,False,False,False,6,Standard content.,Standard content.,
SC-448,False,False,False,False,6,Standard content.,Standard content.,
SC-449,False,False,False,False,6,Standard content.,Standard content.,
SC-450,False,False,False,False,6,Standard content.,Standard content.,
SC-451,False,False,False,False,6,Standard content.,Standard content.,
SC-452,False,False,False,False,6,Standard content.,Standard content.,
SC-453,False,False,False,False,6,Standard content.,Standard content.,
SC-454,False,False,False,False,6,Standard content.,Standard content.,
SC-455,False,False,False,False,6,Standard content.,Standard content.,
SC-456,False,False,False,False,6,Standard content.,Standard content.,
SC-457,False,False,False,False,6,Standard content.,Standard content.,
SC-458,False,False,False,False,6,Standard content.,Standard content.,
SC-459,False,False,False,False,6,Standard content.,Standard content.,
SC-460,False,False,False,False,6,Standard content.,Standard content.,
SC-461,False,False,False,False,6,Standard content.,Standard content.,
SC-462,False,False,False,False,6,Standard content.,Standard content.,
SC-463,False,False,False,False,6,Standard content.,Standard content.,
SC-464,False,False,False,False,6,Standard content.,Standard content.,
SC-465,False,False,False,False,6,Standard content.,Standard content.,
SC-466,False,False,False,False,6,Standard content.,Standard content.,
SC-467,False,False,False,False,6,Standard content.,Standard content.,
SC-468,False,False,False,False,6,Standard content.,Standard content.,
SC-469,False,False,False,False,6,Standard content.,Standard content.,
SC-470,False,False,False,False,6,Standard content.,Standard content.,
SC-471,False,False,False,False,6,Standard content.,Standard content.,
SC-472,False,False,False,False,6,Standard content.,Standard content.,
SC-473,False,False,False,False,6,Standard content.,Standard content.,
SC-474,False,False,False,False,6,Standard content.,Standard content.,
SC-475,False,False,False,False,6,Standard content.,Standard content.,
SC-476,False,False,False,False,6,Standard content.,Standard content.,
SC-477,False,False,False,False,6,Standard content.,Standard content.,
SC-478,False,False,False,False,6,Standard content.,Standard content.,
SC-479,False,False,False,False,6,Standard content.,Standard content.,
SC-480,False,False,False,False,6,Standard content.,Standard content.,
SC-481,False,False,False,False,6,Standard content.,Standard content.,
SC-482,False,False,False,False,6,Standard content.,Standard content.,
SC-483,False,False,False,False,6,Standard content.,Standard content.,
SC-484,False,False,False,False,6,Standard content.,Standard content.,
SC-485,False,False,False,False,6,Standard content.,Standard content.,
SC-486,False,False,False,False,6,Standard content.,Standard content.,
SC-487,False,False,False,False,6,Standard content.,Standard content.,
SC-488,False,False,False,False,6,Standard content.,Standard content.,
SC-489,False,False,False,False,6,Standard content.,Standard content.,
SC-490,False,False,False,False,6,Standard content.,Standard content.,
SC-491,False,False,False,False,6,Standard content.,Standard content.,
SC-492,False,False,False,False,6,Standard content.,Standard content.,
SC-493,False,False,False,False,6,Standard content.,Standard content.,
SC-494,False,False,False,False,6,Standard content.,Standard content.,
SC-495,False,False,False,False,6,Standard content.,Standard content.,
SC-496,False,False,False,False,6,Standard content.,Standard content.,
SC-497,False,False,False,False,6,Standard content.,Standard content.,
SC-498,False,False,False,False,6,Standard content.,Standard content.,
SC-499,False,False,False,False,6,Standard content.,Standard content.,
SC-500,False,False,False,False,6,Standard content.,Standard content.,
SC-501,False,False,False,False,6,Standard content.,Standard content.,
SC-502,False,False,False,False,6,Standard content.,Standard content.,
SC-503,False,False,False,False,6,Standard content.,Standard content.,
SC-504,False,False,False,False,6,Standard content.,Standard content.,
SC-505,False,False,False,False,6,Standard content.,Standard content.,
SC-506,False,False,False,False,6,Standard content.,Standard content.,
SC-507,False,False,False,False,6,Standard content.,Standard content.,
SC-508,False,False,False,False,6,Standard content.,Standard content.,
SC-509,False,False,False,False,6,Standard content.,Standard content.,
SC-510,False,False,False,False,6,Standard content.,Standard content.,
SC-511,False,False,False,False,6,Standard content.,Standard content.,
SC-512,False,False,False,False,6,Standard content.,Standard content.,
SC-513,False,False,False,False,6,Standard content.,Standard content.,
SC-514,False,False,False,False,6,Standard content.,Standard content.,
SC-515,False,False,False,False,6,Standard content.,Standard content.,
SC-516,False,False,False,False,6,Standard content.,Standard content.,
SC-517,False,False,False,False,6,Standard content.,Standard content.,
SC-518,False,False,False,False,6,Standard content.,Standard content.,
SC-519,False,False,False,False,6,Standard content.,Standard content.,
SC-520,False,False,False,False,6,Standard content.,Standard content.,
SC-521,False,False,False,False,6,Standard content.,Standard content.,
SC-522,False,False,False,False,6,Standard content.,Standard content.,
SC-523,False,False,False,False,6,Standard content.,Standard content.,
SC-524,False,False,False,False,6,Standard content.,Standard content.,
SC-525,False,False,False,False,6,Standard content.,Standard content.,
SC-526,False,False,False,False,6,Standard content.,Standard content.,
SC-527,False,False,False,False,6,Standard content.,Standard content.,
SC-528,False,False,true,yes,6,Scripture allusion.,Standard content.,
SC-529,False,False,true,Yes,6,Scripture allusion.,Standard content.,
SC-530,False,False,true,YES,6,Scripture allusion.,Standard content.,
SC-531,False,False,true,1,6,Scripture allusion.,Standard content.,
SC-532,False,False,true,Y,6,Scripture allusion.,Standard content.,
SC-533,False,False,True,yes,6,Scripture allusion.,Standard content.,
SC-534,False,False,True,Yes,6,Scripture allusion.,Standard content.,
SC-535,False,False,True,YES,6,Scripture allusion.,Standard content.,
SC-536,False,False,True,1,6,Scripture allusion.,Standard content.,
SC-537,False,False,True,Y,6,Scripture allusion.,Standard content.,
SC-538,False,False,TRUE,yes,6,Scripture allusion.,Standard content.,
SC-539,False,False,TRUE,Yes,6,Scripture allusion.,Standard content.,
SC-540,False,False,TRUE,YES,6,Scripture allusion.,Standard content.,
SC-541,False,False,TRUE,1,6,Scripture allusion.,Standard content.,
SC-542,False,False,TRUE,Y,6,Scripture allusion.,Standard content.,
SC-543,False,False, true ,yes,6,Scripture allusion.,Standard content.,
SC-544,False,False, true ,Yes,6,Scripture allusion.,Standard content.,
SC-545,False,False, true ,YES,6,Scripture allusion.,Standard content.,
SC-546,False,False, true ,1,6,Scripture allusion.,Standard content.,
SC-547,False,False, true ,Y,6,Scripture allusion.,Standard content.,
SC-548,False,False,True ,yes,6,Scripture allusion.,Standard content.,
SC-549,False,False,True ,Yes,6,Scripture allusion.,Standard content.,
SC-550,False,False,True ,YES,6,Scripture allusion.,Standard content.,
SC-551,False,False,True ,1,6,Scripture allusion.,Standard content.,
SC-552,False,False,True ,Y,6,Scripture allusion.,Standard content.,
SC-553,False,False, TRUE ,yes,6,Scripture allusion.,Standard content.,
SC-554,False,False, TRUE ,Yes,6,Scripture allusion.,Standard content.,
SC-555,False,False, TRUE ,YES,6,Scripture allusion.,Standard content.,
SC-556,False,False, TRUE ,1,6,Scripture allusion.,Standard content.,
SC-557,False,False, TRUE ,Y,6,Scripture allusion.,Standard content.,
SC-558,False,False,tRuE,yes,6,Scripture allusion.,Standard content.,
SC-559,False,False,tRuE,Yes,6,Scripture allusion.,Standard content.,
SC-560,False,False,tRuE,YES,6,Scripture allusion.,Standard content.,
SC-561,False,False,tRuE,1,6,Scripture allusion.,Standard content.,
SC-562,False,False,tRuE,Y,6,Scripture allusion.,Standard content.,
SC-563,False,False,"true
",yes,6,Scripture allusion.,Standard content.,
SC-564,False,False,"true
",Yes,6,Scripture allusion.,Standard content.,
SC-565,False,False,"true
",YES,6,Scripture allusion.,Standard content.,
SC-566,False,False,"true
",1,6,Scripture allusion.,Standard content.,
SC-567,False,False,"true
",Y,6,Scripture allusion.,Standard content.,
SC-568,False,False,"true
",yes,6,Scripture allusion.,Standard content.,
SC-569,False,False,"true
",Yes,6,Scripture allusion.,Standard content.,
SC-570,False,False,"true
",YES,6,Scripture allusion.,Standard content.,
